sentence,label
word_214 word_287 word_23 word_83 word_198 word_89 word_123 word_28 word_88 word_121,0
word_233 word_217 word_56 word_19 word_30 word_240 word_200 word_191 word_30 word_19 word_162 word_10 word_201 word_280,0
word_269 word_268 word_34 word_145 word_174 word_210,1
word_116 word_195 word_53 word_155 word_1 word_129 word_76 word_88 word_170 word_192 word_212 word_151 word_263 word_270 word_105,1
word_280 word_17 word_78 word_277 word_122 word_70 word_238 word_62 word_71 word_37 word_288,0
word_244 word_267 word_160 word_42 word_91 word_233 word_171 word_112 word_236 word_250,0
word_286 word_211 word_275 word_245 word_213 word_45 word_182 word_263,0
word_141 word_223 word_115 word_192 word_74 word_276 word_237 word_58 word_206,0
word_277 word_154 word_84 word_156 word_132 word_121,1
word_11 word_63 word_13 word_243 word_126 word_215 word_51 word_130 word_200 word_219 word_107 word_90 word_227 word_20 word_108,0
word_76 word_215 word_157 word_258 word_40 word_92 word_45,0
word_133 word_105 word_240 word_141 word_12 word_53 word_192,0
word_185 word_178 word_66 word_118 word_230 word_135 word_195 word_287 word_11 word_61 word_6 word_128 word_219,0
word_179 word_140 word_163 word_254 word_48 word_193 word_143 word_93 word_204 word_250 word_117 word_280,0
word_27 word_280 word_265 word_14 word_193 word_210 word_138 word_208 word_110 word_261 word_35,0
word_47 word_222 word_169 word_127 word_283,0
word_11 word_23 word_57 word_245 word_269 word_259 word_110,1
word_68 word_57 word_79 word_4 word_247 word_174 word_93 word_257 word_143 word_24 word_217 word_56 word_170 word_172,0
word_150 word_66 word_49 word_58 word_183 word_169 word_130 word_210,1
word_295 word_276 word_170 word_283 word_222,0
word_64 word_77 word_219 word_142 word_269 word_225 word_175 word_28 word_221 word_249 word_128 word_271,0
word_296 word_144 word_192 word_73 word_233,1
word_199 word_77 word_236 word_242 word_118 word_78 word_31 word_35 word_48 word_93 word_82,0
word_166 word_77 word_115 word_222 word_99 word_78 word_266 word_282 word_104 word_245 word_116,0
word_80 word_14 word_79 word_222 word_143,1
word_24 word_40 word_103 word_130 word_281 word_121 word_220 word_188 word_127 word_57,0
word_194 word_26 word_177 word_72 word_185 word_240 word_83,0
word_70 word_219 word_163 word_266 word_184 word_90 word_43,0
word_124 word_250 word_247 word_113 word_76 word_51 word_144,0
word_61 word_224 word_230 word_47 word_166 word_82 word_237 word_139 word_271 word_183 word_119 word_189 word_292 word_151 word_213,0
word_106 word_290 word_143 word_282 word_169 word_105 word_204,0
word_31 word_23 word_285 word_165 word_90,0
word_122 word_275 word_250 word_178 word_200 word_265,1
word_195 word_163 word_117 word_186 word_17 word_276 word_5 word_265 word_121,0
word_138 word_105 word_78 word_195 word_260 word_76 word_129 word_25 word_96 word_231 word_273 word_40,0
word_227 word_144 word_27 word_53 word_270 word_55 word_70,1
word_125 word_256 word_228 word_143 word_130 word_174 word_128 word_188 word_162 word_45 word_23 word_193,0
word_42 word_195 word_297 word_35 word_221 word_185 word_84 word_31 word_87 word_76 word_45,1
word_234 word_88 word_106 word_197 word_247 word_147 word_294 word_8 word_195 word_65 word_43 word_92 word_23,0
word_84 word_21 word_108 word_283 word_38 word_210 word_276 word_33,0
word_107 word_72 word_49 word_125 word_240 word_119 word_284 word_195,0
word_267 word_271 word_157 word_129 word_267 word_124 word_9,0
word_206 word_239 word_111 word_247 word_171 word_169 word_123 word_28 word_182 word_141 word_120,0
word_155 word_166 word_169 word_44 word_63 word_258 word_124 word_244 word_24 word_184 word_195 word_65 word_109,1
word_147 word_299 word_87 word_131 word_170 word_66 word_62 word_225 word_199 word_89 word_272 word_134 word_107 word_17 word_263,0
word_188 word_82 word_117 word_254 word_225 word_139 word_139 word_257 word_187,0
word_292 word_32 word_113 word_17 word_103,0
word_234 word_102 word_120 word_39 word_171 word_174 word_292 word_262 word_51 word_52 word_290 word_119 word_126 word_71,0
word_143 word_273 word_71 word_161 word_52 word_29 word_130 word_102 word_166 word_84 word_29 word_18 word_3 word_19 word_12,0
word_55 word_51 word_182 word_160 word_44 word_281 word_298 word_259 word_281 word_209 word_229 word_87 word_196,1
word_269 word_73 word_45 word_175 word_195,1
word_299 word_194 word_220 word_118 word_222 word_187 word_201 word_238 word_126,1
word_157 word_69 word_110 word_59 word_256 word_161 word_94 word_215,0
word_98 word_224 word_274 word_263 word_157 word_98 word_283 word_280 word_114,0
word_177 word_296 word_192 word_120 word_49 word_2 word_178 word_262 word_163 word_47 word_262 word_29 word_228 word_155 word_13,1
word_174 word_81 word_110 word_65 word_60 word_77 word_146 word_38 word_67 word_22 word_247 word_222 word_120,0
word_179 word_210 word_0 word_68 word_109 word_198 word_92 word_34 word_139,0
word_162 word_270 word_287 word_237 word_23 word_260 word_143 word_111,0
word_274 word_97 word_16 word_100 word_107 word_177 word_11 word_261 word_159 word_9 word_285 word_182 word_18 word_193,1
word_122 word_205 word_101 word_131 word_54 word_76 word_150 word_245 word_195 word_26 word_112,1
word_129 word_109 word_71 word_191 word_21 word_137 word_252 word_120 word_32 word_116 word_72 word_118 word_26,0
word_107 word_98 word_104 word_85 word_249 word_242 word_43 word_36,1
word_182 word_298 word_173 word_298 word_32 word_44 word_164 word_193 word_239 word_57 word_86 word_104 word_54 word_68,0
word_278 word_172 word_141 word_56 word_183,1
word_5 word_24 word_197 word_94 word_281 word_120 word_218 word_122 word_277 word_150,1
word_208 word_79 word_48 word_160 word_71 word_22 word_195 word_176 word_207 word_105 word_93 word_125 word_91 word_217,0
word_8 word_154 word_79 word_137 word_110 word_214 word_263 word_48 word_264 word_240 word_150 word_70,0
word_44 word_108 word_53 word_266 word_117 word_280 word_115 word_174 word_158 word_51 word_274 word_210 word_153 word_99 word_92,1
word_40 word_8 word_175 word_140 word_272 word_212 word_86 word_90 word_219 word_155,1
word_39 word_254 word_104 word_178 word_231 word_182 word_293 word_209 word_74 word_246 word_117,0
word_290 word_78 word_3 word_27 word_12 word_296 word_52,0
word_17 word_34 word_161 word_28 word_87 word_187 word_170,0
word_263 word_212 word_98 word_97 word_12 word_239 word_134 word_225 word_114,1
word_294 word_92 word_5 word_158 word_48 word_121 word_195,0
word_197 word_264 word_117 word_91 word_23 word_151 word_12 word_44 word_189 word_158 word_222 word_182 word_147,0
word_66 word_111 word_240 word_26 word_30 word_97 word_243 word_166,1
word_159 word_226 word_230 word_73 word_102,1
word_3 word_49 word_145 word_97 word_6 word_267 word_275,0
word_290 word_206 word_21 word_61 word_248,0
word_266 word_63 word_25 word_88 word_150 word_92 word_146 word_262 word_122 word_232,0
word_231 word_96 word_18 word_37 word_210 word_45 word_118 word_51 word_258 word_287 word_142,1
word_210 word_132 word_168 word_68 word_235 word_70 word_101 word_178 word_15,1
word_206 word_263 word_61 word_273 word_264 word_81 word_294 word_299 word_116 word_137 word_235 word_224 word_66 word_294 word_80,0
word_67 word_60 word_225 word_259 word_250,1
word_292 word_93 word_98 word_45 word_38 word_111 word_240 word_87 word_220,0
word_86 word_225 word_126 word_141 word_36 word_196 word_264 word_85 word_245 word_27 word_295 word_255 word_115 word_42 word_226,1
word_298 word_295 word_97 word_235 word_103,1
word_130 word_161 word_229 word_49 word_231 word_120 word_9 word_12,1
word_108 word_299 word_183 word_2 word_154 word_200 word_148 word_263 word_198 word_7 word_288 word_48 word_181 word_230,0
word_270 word_42 word_13 word_90 word_184 word_280 word_24 word_123 word_76,1
word_141 word_46 word_79 word_218 word_231 word_136 word_10 word_24 word_64 word_264 word_239 word_163 word_255,0
word_172 word_161 word_255 word_121 word_82 word_221 word_121 word_218 word_157,0
word_46 word_270 word_22 word_162 word_168 word_284 word_81 word_190,1
word_279 word_283 word_212 word_169 word_271 word_197 word_107,0
word_179 word_118 word_113 word_135 word_75 word_134 word_23 word_169 word_66 word_209 word_249 word_135 word_59 word_238,0
word_225 word_210 word_62 word_289 word_114 word_16 word_5 word_77 word_72 word_298 word_229 word_98,0
word_230 word_265 word_94 word_48 word_154 word_190,1
word_27 word_187 word_158 word_278 word_66 word_7 word_48,1
word_120 word_210 word_188 word_82 word_72,1
word_53 word_277 word_104 word_55 word_218 word_9 word_87 word_28,0
word_23 word_10 word_253 word_224 word_54 word_72 word_107 word_97 word_180 word_213 word_71 word_45 word_141 word_6,1
word_82 word_129 word_17 word_149 word_206 word_269 word_190 word_54 word_239 word_26 word_18 word_296 word_183,1
word_133 word_174 word_160 word_55 word_0 word_20 word_272 word_114 word_141 word_24 word_291 word_120,1
word_153 word_17 word_224 word_222 word_191 word_156,0
word_209 word_116 word_173 word_43 word_14 word_36 word_98 word_298 word_10 word_164 word_31 word_298,1
word_230 word_70 word_91 word_155 word_235 word_75,0
word_112 word_268 word_201 word_256 word_73 word_181 word_98,0
word_177 word_60 word_135 word_269 word_297 word_77 word_39 word_115,0
word_48 word_296 word_298 word_291 word_28 word_116 word_238 word_129 word_67,0
word_241 word_250 word_130 word_234 word_129 word_115 word_164 word_286 word_220 word_124 word_120 word_240 word_0 word_38 word_209,0
word_11 word_9 word_237 word_266 word_88 word_182 word_227 word_67 word_71 word_92 word_59 word_196 word_289,1
word_25 word_171 word_238 word_141 word_241 word_139 word_193 word_188 word_41 word_105 word_26 word_7 word_35 word_258,0
word_202 word_79 word_106 word_45 word_236 word_65,0
word_47 word_161 word_91 word_213 word_6 word_54 word_288 word_154 word_257,0
word_297 word_92 word_13 word_147 word_6 word_31 word_165 word_249 word_67 word_154 word_291,1
word_241 word_94 word_201 word_20 word_244 word_90 word_5,1
word_29 word_81 word_72 word_18 word_288 word_112,1
word_11 word_167 word_282 word_281 word_237 word_298 word_4 word_23 word_286 word_27 word_258,0
word_96 word_245 word_293 word_82 word_221 word_29 word_243 word_137 word_184 word_201 word_49 word_66 word_224,1
word_156 word_195 word_272 word_121 word_84 word_111 word_160 word_298,0
word_30 word_27 word_232 word_51 word_187 word_266 word_228 word_116 word_187 word_187 word_142 word_84 word_292 word_115,0
word_63 word_74 word_175 word_60 word_77 word_85 word_197 word_9,0
word_109 word_177 word_88 word_231 word_108 word_211 word_112 word_170 word_203 word_188,0
word_99 word_87 word_75 word_168 word_111 word_24 word_250 word_115 word_99 word_222 word_182 word_51 word_176,0
word_241 word_141 word_197 word_127 word_291 word_103 word_63 word_136 word_37 word_18 word_149 word_2,1
word_259 word_13 word_245 word_222 word_40 word_38 word_200 word_277 word_256 word_115 word_53 word_103 word_15,0
word_36 word_130 word_234 word_231 word_231,1
word_189 word_197 word_189 word_134 word_85 word_132 word_153 word_55 word_255 word_28 word_30 word_77 word_173 word_29 word_73,0
word_83 word_89 word_236 word_240 word_218 word_15 word_295 word_69 word_163 word_52 word_150 word_19 word_291 word_173 word_272,1
word_141 word_117 word_118 word_242 word_187 word_107 word_154 word_58 word_257 word_156 word_2 word_55 word_255,1
word_122 word_152 word_126 word_33 word_47 word_52 word_287 word_186 word_275 word_98 word_235 word_180 word_291,0
word_83 word_256 word_249 word_37 word_298 word_114 word_106 word_62 word_170 word_161 word_76 word_162 word_125 word_262,1
word_49 word_289 word_215 word_31 word_160 word_95 word_104 word_274 word_100 word_229 word_139 word_103 word_142 word_18,0
word_278 word_25 word_243 word_75 word_208 word_232 word_183 word_289 word_186 word_121 word_218 word_29 word_88 word_81,1
word_145 word_276 word_245 word_47 word_107 word_170 word_71 word_214,0
word_295 word_212 word_151 word_20 word_94 word_39,0
word_275 word_84 word_269 word_78 word_119 word_194,0
word_130 word_143 word_285 word_66 word_199,1
word_122 word_107 word_252 word_53 word_292,0
word_261 word_226 word_5 word_114 word_164 word_154,1
word_113 word_16 word_139 word_219 word_183,1
word_16 word_109 word_41 word_282 word_188 word_217 word_254 word_242 word_112 word_229 word_152 word_15 word_250 word_83 word_186,0
word_242 word_50 word_9 word_0 word_185 word_82 word_118 word_134 word_38 word_298 word_110 word_203 word_260 word_125 word_141,0
word_296 word_217 word_259 word_169 word_131 word_258 word_195 word_270 word_107 word_164 word_125 word_100 word_221,1
word_64 word_63 word_178 word_190 word_105 word_126 word_243 word_74 word_139 word_239 word_292,0
word_20 word_283 word_189 word_95 word_33 word_156 word_10 word_203 word_137 word_238 word_105,0
word_93 word_130 word_294 word_160 word_93 word_121,1
word_112 word_250 word_140 word_247 word_184 word_39 word_58 word_156 word_23 word_217 word_65,0
word_258 word_177 word_171 word_48 word_157 word_50 word_62 word_258 word_137 word_281 word_21 word_172 word_131,0
word_194 word_85 word_156 word_148 word_134 word_111 word_47 word_87,1
word_183 word_67 word_35 word_0 word_229 word_92 word_87 word_143 word_130,0
word_149 word_247 word_159 word_9 word_295 word_215 word_186 word_198,1
word_89 word_279 word_293 word_219 word_0 word_22 word_294,0
word_229 word_189 word_166 word_197 word_291 word_285,0
word_164 word_149 word_241 word_294 word_0 word_125 word_245 word_139 word_68 word_170 word_247 word_91 word_257 word_142,0
word_296 word_48 word_40 word_158 word_17 word_141 word_122,1
word_18 word_50 word_163 word_296 word_296 word_84 word_74 word_246 word_53 word_110 word_270 word_150,0
word_208 word_265 word_76 word_260 word_147,0
word_109 word_248 word_275 word_262 word_260 word_97 word_20 word_87 word_73 word_291 word_75 word_144 word_77,1
word_97 word_55 word_229 word_238 word_175 word_143 word_101 word_282 word_19 word_178 word_166,1
word_73 word_202 word_263 word_70 word_297 word_149 word_192 word_221 word_152 word_96 word_221 word_185,0
word_263 word_194 word_187 word_39 word_51 word_276,0
word_32 word_151 word_187 word_162 word_136 word_160 word_103,1
word_93 word_210 word_164 word_270 word_213 word_89 word_81 word_179 word_211 word_279 word_238 word_244 word_204,0
word_234 word_56 word_178 word_110 word_114 word_283 word_83 word_157 word_125 word_276,0
word_273 word_88 word_133 word_72 word_26 word_130 word_277 word_269 word_15 word_233 word_106 word_17 word_101 word_203,1
word_202 word_181 word_256 word_219 word_229 word_212 word_218,1
word_119 word_35 word_3 word_156 word_49 word_219 word_280 word_77,0
word_212 word_297 word_105 word_91 word_241 word_266 word_17 word_23 word_271 word_272 word_1 word_187,0
word_89 word_182 word_49 word_17 word_243 word_260,0
word_68 word_142 word_192 word_109 word_26 word_278 word_257 word_59 word_251 word_68 word_211 word_164 word_230 word_42 word_166,0
word_111 word_194 word_141 word_110 word_285 word_86 word_240 word_288 word_287 word_298 word_0 word_118,0
word_247 word_227 word_56 word_34 word_245 word_174 word_276 word_206 word_245,0
word_287 word_259 word_234 word_138 word_15 word_183 word_232 word_199 word_55 word_91 word_109 word_260 word_286,0
word_6 word_263 word_64 word_166 word_191 word_265 word_59 word_265 word_266 word_73,1
word_265 word_70 word_221 word_80 word_239,0
word_260 word_121 word_53 word_80 word_180,0
word_67 word_113 word_72 word_1 word_202 word_175 word_25 word_45 word_19 word_46 word_273 word_87 word_89,1
word_43 word_158 word_92 word_135 word_197 word_62 word_25 word_79 word_183 word_167 word_87,1
word_210 word_166 word_227 word_84 word_129,0
word_6 word_230 word_253 word_73 word_270 word_162 word_68 word_261 word_174,0
word_70 word_9 word_260 word_15 word_120 word_283 word_220 word_58 word_17 word_11 word_170,0
